hate_score,tweet_density
0.0,25.497632716508672
0.005025125628140704,24.234898192671746
0.010050251256281407,20.314339426988944
0.01507537688442211,15.230609647103769
0.020100502512562814,10.691629301175436
0.02512562814070352,8.741955069268917
0.03015075376884422,7.415056047322761
0.035175879396984924,6.2691176454457045
0.04020100502512563,5.447045636784394
0.04522613065326633,4.7178187231002315
0.05025125628140704,4.043418438777576
0.05527638190954774,3.667648047847332
0.06030150753768844,3.2545625632330903
0.06532663316582915,2.8888576671867328
0.07035175879396985,2.645224182587604
0.07537688442211056,2.412941665712954
0.08040201005025126,2.1756264013963618
0.08542713567839195,2.0346488375106033
0.09045226130653267,1.904609919872154
0.09547738693467336,1.7740131555292957
0.10050251256281408,1.666482139703488
0.10552763819095477,1.5443379656426404
0.11055276381909548,1.4327807518632787
0.11557788944723618,1.3496494658041929
0.12060301507537688,1.2789363324693241
0.12562814070351758,1.1913180185704335
0.1306532663316583,1.1283783577904696
0.135678391959799,1.0722783826906404
0.1407035175879397,1.0276021379289086
0.1457286432160804,0.9737820580557911
0.15075376884422112,0.9218295519322138
0.15577889447236182,0.8703863841039655
0.16080402010050251,0.8253948346832206
0.1658291457286432,0.7881525036128412
0.1708542713567839,0.7659962877660214
0.17587939698492464,0.7364789208414679
0.18090452261306533,0.7062824361898089
0.18592964824120603,0.6725933460844639
0.19095477386934673,0.6349993290482618
0.19597989949748745,0.6160689224051936
0.20100502512562815,0.5966049232622568
0.20603015075376885,0.5727266588931337
0.21105527638190955,0.5495517664556554
0.21608040201005024,0.5270196104384738
0.22110552763819097,0.49941832567253963
0.22613065326633167,0.4817733918700641
0.23115577889447236,0.4665902598283464
0.23618090452261306,0.4527653632408399
0.24120603015075376,0.43935278813050455
0.24623115577889448,0.43485363318843007
0.25125628140703515,0.4239028598388524
0.2562814070351759,0.40639132416134416
0.2613065326633166,0.3897044314381783
0.2663316582914573,0.37467895172596727
0.271356783919598,0.36350989053553434
0.2763819095477387,0.35548174883296474
0.2814070351758794,0.3502064593456267
0.2864321608040201,0.3407473195752274
0.2914572864321608,0.33174900969107846
0.2964824120603015,0.32272644560239
0.30150753768844224,0.3122607563436021
0.3065326633165829,0.3034807343003084
0.31155778894472363,0.2950766524273768
0.3165829145728643,0.28708489203161647
0.32160804020100503,0.27925078396536274
0.32663316582914576,0.272690021637432
0.3316582914572864,0.2614724520379201
0.33668341708542715,0.2564033232891677
0.3417085427135678,0.2508854917564349
0.34673366834170855,0.24656824334840646
0.35175879396984927,0.23858861005491586
0.35678391959798994,0.23512025880576945
0.36180904522613067,0.22241105562707922
0.36683417085427134,0.21908822960516974
0.37185929648241206,0.21672344466256993
0.3768844221105528,0.2178270109691165
0.38190954773869346,0.21685684278753714
0.3869346733668342,0.21462545596990446
0.3919597989949749,0.2050692993813473
0.3969849246231156,0.19739284364460025
0.4020100502512563,0.19068655608943258
0.40703517587939697,0.18655121421545034
0.4120603015075377,0.18336178631850805
0.4170854271356784,0.1809848742736385
0.4221105527638191,0.18427131898873875
0.4271356783919598,0.18402877694334388
0.4321608040201005,0.18387112461383726
0.4371859296482412,0.17934771546722325
0.44221105527638194,0.17187742046906182
0.4472361809045226,0.163388448880242
0.45226130653266333,0.15993222473336535
0.457286432160804,0.15784636314296965
