id,text,tweet_url,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista?
(1=sim, 0=não)","Comentário é machista?
(1=sim, 0=não)","Comentário é LGBTfóbico?
(1=sim, 0=não)",filename
gAAAAABj7je2Etk8n26hw2hmAF9UTGOlyaWqBwKBm7lxHLkeX70iwSYLcVxT6arnZn-knHM9QK53czizSruYgJ2r5EhoDaxBO_rCzY9vf6DOuew2qqt5bNs=,@joaobettega_ VAMO DE BETTEGA 30123,gAAAAABj7je2K_azrDSl-SiUaxEo4hlAzKdiyr-kfErLtXdxwRh3K8_tORN2QRHSYEYYjwBoJrE059iB1frb535bBFDzIeu3vPefe5f2nHtha9DJmhnNEVcLkSh7PISs0Shkt94L1NKZq0pGy19E_DiFt2PYehjfDw==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_controle_A10.csv
gAAAAABj7je2E2SC1z12xEo9lq3XeHJSzRvlKQ8g7X4IRzBUdYOYyIYx3qZmiYNh8qO4ufJnVVmZNoSBeR_M3a5AB1NnS23Bbz2nYs1tb7JeIHoimqngF9Y=,@AbrahamWeint Vira casaca traíra,gAAAAABj7je2VgP3cd0JYgcZFqDCrsxpKdyFWeujUzpJEJL4tAZCPOwSQCxEdmaPYDIg3GAOwXJwktbW3H3NXqrnuuVNjg1c2NYbRjprxvwrmN_H5ZbMugPYGSdOT0CB1rttOuCJUuN4p0iE3XAlwVq6gkLEzWBH8XnMDXqCM0FLJRkJTNB8rRg=,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_controle_A10.csv
gAAAAABj7je2FEU0afC4YiARf72vw0TVLzLzFJxW-9r7fpX3O86jEaJPGsFNOPB53_6MfzYYBnvFgF971oubDKgPCXAakwY-jIT8Hti057o5ZBAaLztKxGo=,"@carteiroreaca Fala vagabundo, usando muito o fundão pra ir na cornociata? Verme apátrida!!!!",gAAAAABj7je2TQUS6xzsPSdrPZesLJJYPno0VwX5OYOiglwyshJI-6jhNm9SyPxltJICqNT8VurFHfT2EV87eEXxYHH6SxdYmraw4PXJh5hCnvlRbTlO7dSPlrsBEkRV9D0nNPMWahYfzs3Dso3PnAkVBcDnwm7HMj2pSN58_hIhs6K7H0t7lVE=,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_controle_A10.csv
gAAAAABj7je21hmZG7rDBRRwWeq-0bFIOJrrHg1xJuyToUo5bRf63WwZvF5TbOAJA7GnvgmuYjMu_PSWp7Vi8rnlypmTIsLv6dqF-YGfkQRHX5N9eBkx5-Q=,"@simaopedro_SP Tá lá, fazendo escada pro bozolóide forasteiro. O Novo é isso, bate pau do bozonarismo.",gAAAAABj7je2TY2oqQR1mv8NL4rpCFHrDCe1Ozaf0PRZrpRJlmze65xXeNoUQtq-xfqwDdPipBUmQqzuLvlgxjF_Wtv7HI7CtWUx3j9c511hlvP-cFro0TlGpUIsZUbzQtdymY7mSHvrp1HaH6pGk2jMsXki_LVEFg==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_controle_A10.csv
gAAAAABj7je2-FEh16mJ13OhvO5KFJkAMIEKmOOkNJqc03RFsWNbDkeW-ohwpQIUmvYFiy1dsYkwGHG-rZGMXlelWdx4AAwIsE8F5MoIWAW0ES_k_UYsrSM=,"@Glauber_Braga 1️⃣3️⃣
5️⃣0️⃣
5️⃣0️⃣0️⃣
1️⃣3️⃣3️⃣4️⃣
5️⃣0️⃣0️⃣5️⃣0️⃣",gAAAAABj7je2J0SnhrmXvHRFxGl1rBbknU4CSYMBnpwe_H4Y7xfRsBYf2HyxNRauJvFrEE0YE7RRqM8W_ZO3anLI1Aa03tUmgFerzZdUCvghPd1WFQiNa3N7eHdAs4XLhdEIvVV37N97ur1Jm2WfNF2P3fASXAxSDg==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_controle_A10.csv
gAAAAABj7je2ybLgcQLZZvoXgemS2mkp2CC1ViYI7V2-ocuFV7rLg0v4kZfd2SqStZ5j2Uq5AQY-mNOkgmAaW4sxGexkYJUQVCdSd1Ioew-Ar1Ex5G_JCao=,@BoniCoverRei JÁ COLOCOU NA ENTRADA E NA SAIDA DA PONTE PENSIL E PONTE DO MAR PEQUENO ?,gAAAAABj7je2cpNsOZH3FLUXPKiYSp1c81T9OaHJXD0Gqi9mBD6fGaM-dPZN3-rHFkMHLji1OwWOmXO2sCBn0tnCL09nWeCL-EcBTwo8ORnnmPSh0DCGfR6NzBp1FOfZ08IM8pX30zsJpHgVRKoJI-fzt_Zoq5SraQ==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_controle_A10.csv
gAAAAABj7je2H9olEZLYqEErM2EJmtremvQXZlUblfPG0djHoZ-cS1DTRopdBJYlHFmuL7OaSnqRgzrroHhIBfcYL0-HeSkHe5pJD7gNHSa3sUrnLrbirrE=,"@augustodeAB Lulista falando que é no primeiro, igual bolsonarista, tudo farinha do mesmo saco.",gAAAAABj7je2EdKjJoUt35LuTqCfv7vUskxNu793nWqJa5eywicA_tqkX5UV_ynKuTFsIBwuagePBWE-8rkgiUAqageC9mm13rIOErXngSJ6YIbIaXq9tGbUDm_LnyicOoG-5lVwaBI1OR3hfaj5cBLOGXSFUscBcg==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_controle_A10.csv
gAAAAABj7je2q62v7MMlikuMgIokwiINEV8LNF-OoDGCa1LRt3-hh7sc83cpSUvXw_a8iHdZ--dA5My5bzyCEJyI7IkfLFm7O8Dqoe-Qoy9odnhNxPweNu0=,@RogerioCorreia_ @JoseAloiseBahia Tirar o Zema,gAAAAABj7je23Xo2LfzOqnl_Y0lnlyhJocnipYKM7Tn8-0RaDL5IBunjt11s8W-I8PdncrKAsLS-jXawWND401JqAagy5VcKqu9YaWJANtfGAtqVjEPnw36R1cXC0qbD9MJZ_zz5Ff-vI8oKaS5DQxMX8nxCh2q43zbHCW_bsNxq98QK2Ky4cOA=,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_controle_A10.csv
gAAAAABj7je2q8RB6NOGp4CpYxzxI6XHhS-uEAREKnkn9c8H4i1yYRQhp78x3WtAjKxvuRA2b3SpAMxn86g5QmW-P-9xXPQ25cW-zNjDJhnEZ07vqtgjMr4=,@depchinaglia Vai cagar. Fome com 600 paus por mês. Deixe de ser babaca.,gAAAAABj7je2p1XYKKbBSxDuibc_4tZk3yDC_hOsw4vpF5xW2rNhqmIC_8cAhSYx5eWVqau-pjcSOFvdQPlWVMrSy8qMnEjeBIV5OuS3du4IDREJ0HQ0uPdhNhjdc-yTX5NWgSKtT0Kiisnwdj1dR9L5MI4Y_FosqQ==,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_controle_A10.csv
gAAAAABj7je2LZ_-pZXtNmXGFgCmoPpcRhUt7znzIxsHgjlmES6ROjcv_SllGMlIpwK786B9tmnbNPa0PMbtr9gdfUoEKI9BJyyF83QMT2Ee5vOgCn6Ijvs=,@DFDanielFreitas Nenhum :),gAAAAABj7je2tH0h_99jOEUoXKC1JYI9_sMpbY6GjPL6GAnjJLL0U8fxd7QUszSCvCVCWsIyIXQHwTBqRxxNXINjRFRKceg1_0k9sixzF1nlUTLHfyk7VsVFCsbiw33_5Jo1qx4VyAKyTMaOjlM5TCnFofIHT0nrNfmcnP6poe1wRBMvfMkL2dQ=,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_controle_A10.csv
