id,text,tweet_url,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista?
(1=sim, 0=não)","Comentário é machista?
(1=sim, 0=não)","Comentário é LGBTfóbico?
(1=sim, 0=não)",filename
gAAAAABj7je3EE-RzZuODvhFNVHe394WNPVb3hiaxbzUR3ROKH-SJBNZ2ESyswfL7IEMKjHfdG0YHmjTQI5NQXWr6PSMMV8gdMdrRJlfn4hmx40D4VLs29k=,@MacaeEvaristo Nossa Batoré tinha razão kkkkkkk o bicha feia Meu Deus,gAAAAABj7je37T1Vhujs9EPaEp8yyPQqqaBPm2we_gf-Xij0TBB4rSsyveYtD8RTyeaURzEqu5-tTdK-G9qEsMkgj7uW7QubzhkzdV3QN4YLAQgkZULyI61hGOkRIizwtnPBbDo8uRSPpkHVucT9klH-ec4nrzuKN5UCt3Nc1oH5HsFtp2gZ57w=,1,1,0,1,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A04.csv
gAAAAABj7je3qENstAEIE1CswLJbRLCQZDqIN7FW-KOCvzuATwZ2JwVBEkVck62-uorRTq8Gwrun77TKEJBBFWJXUQ_jGgpwUDaUy_Yg5kNyMVVQpOMSAOE=,@majorfabianadep @jairbolsonaro Vagabundo cachaceiro... ladrão e canalha !!! Vai pros Quintos seu diabo 😈🤮🤮🤮🤮🤮🤮,gAAAAABj7je3KFMxuVBkycnCTqZZ_tEGUUAK7wIn3eE9AGBa90_4W9SQXOrOvIPAJ7lG0iD2sfUVKTlwzb2bjCFHT1RdI1ZJQya7KuaIg1ooAV6lu7uAvqY5l4coz73Ubch4SDBvikmxTBSzx9qMnnoqufBofposgxso3XpoJEVHcyhHdFbTU0k=,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A04.csv
gAAAAABj7je3errfu84Tg4lBf8QIffsLIaGFtvU3iPMkTvZd0ZCJB3L87NV9OnQ9gxZ533SYzf2Etxl1kpE2uTYk8oMhjTwBFPx0VBjKENQbhXJwN1YVJgQ=,@VaiPaolla Fascista teu cool,gAAAAABj7je3UoyKR1ITi5QWPTEB6bAdu_JlzP-2BhPJWFVQLjjwrxGbI8loq99t1mUjMSSYVzyyBOiW3J6B8FFUIV8-z_we978XBAJ9LzsdR9qAw1gF1bwnNC61WkaMxKjTqcfznqvt6lJF8UVKc4VFovHc_6O2uluLodBx4iwXeSZ68BjuE00=,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A04.csv
gAAAAABj7je3tikhTxefL9PY-KByP-xazqbytLgX1nXgqTcjQzjd7vedG_Q3RxErnhGPi4ETZd2cCfSlDJUnBj6wjzWzC5Bbcn2gnAe5URGQbYZwEytjYhw=,@gleisi O CHORO É LIVRE E O POVO BRASILEIRO TAMBÉM..OS APOSENTADOS QUE O DIGAM🇧🇷💪🇧🇷,gAAAAABj7je3Aoa1cCyz6PY_LiDmOEtMirrBk4edldBP8B3TwLnJnymZsnSsBNCGRWe8CTQ_z-XJVmE6R-HxwGdY7y_Nc_XqNvzq3SSOzAOynUBtvTCsefHsoYBxvWPo8O2XNJ1DMCWOIxSbaC4UtupNlYM57gejFMOTHWF4obbC0QsJ8CmqAoc=,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A04.csv
gAAAAABj7je3n7plVAfyQ9TMSscuHR_kJE0rcyxtKuAfI9AAtSwBJZ4HhEeKtntuLwBBXE8U0b12LDDi9axjifAk63EKq12J1TEIKijrvVCvoP9dKOeNfvU=,"@CarinaBelome Campanha tá magra, mas vc tá  gordinha.",gAAAAABj7je3njNz0mfU7Gya7DD_ESMUKDA5nfc3wWzp62NSbvK_iFe_J9-1ddqYQf_EacIC90NKiWaAiFxwyI3GZ7x0hSyeJBp1z8m4CEjBMI9gB6qy4nkgoFNxlpgSoc1Sa4copq2UduwxtT5xqFwsUBY4rhDV-g==,1,1,0,1,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A04.csv
gAAAAABj7je3WmcDbBOnSF7Xm9CcF-A7bcY57Q98kfhJexAVN53WHOzqnGFn53FkPng2xXvGThUQyCP4OpH73N5EDX4C6DI2zacMeEMu-QB7nwmc2MeEGLc=,@mariamarighella @d_assiis @lorenabaterista @pizzariapremier @gleidedavis Tô contigo! 🤝🏼,gAAAAABj7je3gHL17XRTVc28fcvEtGmM_zEyvOYFKMx2RiiQwYBtx9Asq4ZBL50kWtlb9ZXMHYxalkwu51zEwEhUaxlz2HYTrfTBp-vMoCwd8KoeMwRVynCfaZFRqg1r268HeUFIsSmVtUdN2eHKKm_sX5_fOb7LIdD61ZNizGz__FIvb7NVkJ8=,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A04.csv
gAAAAABj7je3sqfMJYvVnUbYcNUlJqbLsJLQZNU0rWZ7R8d8tyPhAIC125hAuaLbZQh7O2-THqbq71yUknYqj9EhBayD0prG7JsniP_5Da-8l-5DO4vofFg=,@joicehasselmann Sai pra lá sua oportunista traíra e despeitada!,gAAAAABj7je3on2SURcL2uk_zkmPIXY2nAuqI7fuyxcvboi3iUl1NeVAhTrHEmENXWxFNg48nncAoX3JhGBjvaInzuVMu6x2614LOd5YSh9BhbOT9TCFp7xsiVnJ12ZQFE6SoSO8vyDcQYTdX4_qi6YrL_bUM4Er7Q==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A04.csv
gAAAAABj7je35RupBI4TuhhVM3m_hjEo8CdoMh5BIY6iQe4vgci6XLDUcFD_KAC8MrcecQ-uCrVzwknWNHCNW_61pY723_byIhVfJbrVKqrohO1WAt_0eEw=,@jessicamichels @CentralEleicoes Vai se ferrar idiota,gAAAAABj7je3qxqjpEnkH2lOr5Z-mq2skXI4f08fu7xd4sJwkgCRVFed2GlJ8zBr61vqwFbPktqJtbrpEEy-K2iQPrmcZOebA7TikKeP3nxKS4Qc-oJMW6IwXZLAc30I3Gt8SxSI1PS7IncnbO4Wzhab--i6-tNsFA==,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A04.csv
gAAAAABj7je3NejFUhyBssbgF8vE7XpTfWpgwx0y9ZMq_XiNVH_PH-uIMKwegOLwIjsVJ0PiTu0XggwMK-yiY0PiHKvkOTLYcbVEVeyl2OtjJCOmfZnD6T0=,"@tabataamaralsp garota, vc apoia um ex presidiário condenado por corrupção , vc não tem moral pra falar de ninguém sua piralha. Fora Bolsopetismo",gAAAAABj7je3iTAWnizdrpy1yiYN_GaxWMnuPiogf-MawL1d8t-7vHDPa2ziYpSgHnRZrUpjujrPdWhmzzSv-E-5gXpb7G-64_EuvUvRweHZ990QFiDFnzpZA5BQUraPCGlTiOsGBomAgDIdtphpDSvwneJnVY8s4VCrrDfqk9cCsDAWUP_T5Aw=,0,1,0,1,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A04.csv
gAAAAABj7je3cmlbjbBwGCC05dchtSAiXlJnzmnGoHBWhHrjnVHLjiEVNBmbLYyfS5mvQJojHJlmjJhOuZ_HzKKOw791Gr-b0tCSSZqb82Wclx-aIvxO79A=,@CarinaBelome Esse povo é safado até o ultimo,gAAAAABj7je3ZuPqvcOxfFQNYXsMp1J1PO3uHEGboFRy0OU-_yur5x1wlUayCSABcwThQcozQLNDbvcB7sDIyWdl8avAZ4A7h5plZSmSc7R3XEXArbJGnEYeIMFqnqg-7hILtbwm7HBQagPOG0wlkNeBCY7KRYEaAA==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A04.csv
gAAAAABj7je3IjsZLlQdauyQqq34hJC6kXyQItX2vL8KWA-NljFEiJQkpOZbvf9wQ7BsGW4Rv9urW0FLaF5TNqQv5WYl1Lf3BSoSQ1J6yD1-APZA9i7wWSs=,@juujuferrari Bela de puta da,gAAAAABj7je3Kdxca2xn2g-JJLW50Vg_IUhPQtndjkYDXBX9pUdpWJvyR_X2oPSQtd0sZkc0NOI0RK1GfOF3fcLRPehodzLvr30m5hKOLHMpmn60YMcNoYvPYybYp424n6x3pKq4Fk3tEQLwaiYrgbhT-kjQZU3HU7gCH2Exh-VT8pKOlKwXD-g=,1,1,0,1,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A04.csv
