id,text,tweet_url,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista?
(1=sim, 0=não)","Comentário é machista?
(1=sim, 0=não)","Comentário é LGBTfóbico?
(1=sim, 0=não)",filename
gAAAAABj7je3EUJfk-zClJlztG4qhEMqGhlyuDf9er8Q4F6jUG_jaN3bo4lgrwwzsOmv9bwjjOSkGV9IMoPbAOYcRXPxp7hiQqJ9YH9-vTOrCpmGLLjXP2w=,@AlanLopesRio É @reinaldoazevedo @GugaNoblat @veramagalhaes @monicabergamo dias difíceis para adoradores de ladrão,gAAAAABj7je39AyU50pBELNti6qm-b4DysqNUS1XCxA-kECXGarGh8e16GuZ6y5fHmDbrg43oLy6h3zGLB23jS-w-GNerEHU2HTDmksUSeezFCqaR6O1bpw_w31y9ggJdcDI9LXI_RnWNd3AYFeAUI6-JpXGZXgLBhg2qZx1-gO8xCienqj33hw=,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A01.csv
gAAAAABj7je3B9XkfFc90AasgAEJr2dWL5hrbcMNOoljmdZjDMh3LAEQ0uHVCebtlGT2e8ue-fGfv6wJ7FripUPlUiqwBz0yBWkd3cRNM6VPGRxEi1ibBLE=,@AlanLopesRio E pediria a quem? E quem teria “coragem” de autorizar? 🤔,gAAAAABj7je3Pk8zjU4nawFV9SItL82sh2KEgjlD0BT-P1CqK3H1vN325onkMDVvyYo0QB7vgBzcL42tj6dmT1eL_9PxBbg0Jzrg3EwPQueWeHA0Axu2hW-qMnCNwMGBYc2_HzmRIiYHWdfg973Yp1Cu2y27rp1k5w==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A01.csv
gAAAAABj7je3gi_vl8pSTbifMvHbKw2LuqzJi1admzJj3Th3rdIOqn0e-zeqkMgwfWGL_bnK7SMNAetB2-eqm8xVkTPXAYGq17S46dKfY1C0kRe51CD-93A=,@anarosa_ba @RNDebochadoRJ 🤲❤💕,gAAAAABj7je33bFbqTUfKlQPQwHCiPnx1P0dhgm8uaUhbhmJkBRUrT84_-ObdljnOTwAGoMfZTgm2Z2aUvIm_E8oTZZJfYW0vdX0RvtzuThsDxj4RMXY4SslCvXJS3HH2Zfjv-LZaV9FQscF_droNZ2aRUHBzttuQg==,0,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A01.csv
gAAAAABj7je3Hu-K5i-KjCIc9GeNytaVQJwB6fooZ98fPYhtWLnlF9CMtD3e0Y9F7N7Bh1Abp6tfsZpyATGSscRfa7Mw172tJt5NWBMKkLPkzU10IAc2CdE=,@anarosa_ba Ixquece,gAAAAABj7je3Z5atztgebivhdb93vtAi9re_0kDAxnt2ggFUKKxOgkSgypuRKr4lR8LloGc3TxRktAL1w7F2Dyva1BExx_JpYPAD6g24wRfjAOwvvCzGa5W1SpwSttqizeg1cXFm1Gwb4O3fCACVWgQ7-ZlxDfLsLGndCn3vYRd4rvCZz-cXhY4=,0,1,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A01.csv
gAAAAABj7je3xK2SRm3yf7zga6XdWUHb5-doJJINnhIgIPZbi5rqK01kc7IdlMh4Z4_u9bb6WCdZX3YcnNrZamcji8hZgw9xWoEVK2AjyiiKdcQaaWw7mc0=,@anarosa_ba O ali de baiano não é muito diferente do ali de mineiro,gAAAAABj7je3E4hrLMQwhhq736TyH6OKJypqQvjqZKZSOhDKlNyYSDrxNXGtBgSP16au32p42UwN5REQT6irdgppiELcDl1lc0YOcucx3zP3HAcJ-Qc9hyENz0CsGJSQDDUTnvAlMCeV_7xirojQzZ-3s4B21hVS4w==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A01.csv
gAAAAABj7je3C16qslFgCja4iQouHRXvQYFsGwDcaGmYghjPl_uqcxeRv8FFz1iwXauf8MQB78O8KvL-JoWgGBbcQykfUx6OustGtbJvDFcGoUi8dxRVXZM=,@anarosa_ba Que absurdo!,gAAAAABj7je3Y2EsF07Es1RU0hJdRuWfMB8pL08KV9WeYl1h7eveRwW79QSpihi6ctSOwhIM3LUUVcbd8PtHAbbPnj6lwLlk_ZKWMG6XXSJO2IgfqvraI-UvCdfFna4gRzAxpKBcgiNPBkhK4u-pmBQR64a1OayjwA==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A01.csv
gAAAAABj7je3ofkTRlcGT1nvZfiWiJDrDt0ixYJDlHaD15j4WURam0gagtqcJb-j-348YAWHZ9Br08mNnBGLVLXheYq562s-o98lHMFdzYEQxn1vxOhJtEU=,@andreiadejesuus Kkkkkk nem fudendo,gAAAAABj7je3IsyTawX6RQAB8xFABQg4PguFJCRVGtxu18MvL7hRj-gPodGsiOQk-38hWU77OAALhJpDPTcXFLkbLJwFzqdOm5Wo7iNrmdl5b8kQ0_up2JZUkTg-di9pT3z8SGz0bptmvUeOV9lNAMMK6UvmkRVHqQ==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A01.csv
gAAAAABj7je3ICP52KtbVevvLRu0jBV3xUhedAVnT5B0AIp5IKJHQyedvufH7Ly0XGJAhdJ3ILEYKr1oFA4K4AiiFVvi4xWHfaswcOjqxp2Q1e6-jFYQ-A8=,"@andreiadejesuus Massacrando o gado, candidata",gAAAAABj7je3wn7KGotuNh8E63AkTcmaGVJ3lLDl17h6oiAZGZEBsGEUSlSpiLgSaiXrhAOCTpqMIPCTvi4OUCgD-bQxnV2I_zPz088_Qdl3r_12E9EIE-K12ShkFt3K6hILKM48GK3UTYVNePQIQBAgKypT_iQlqg==,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A01.csv
gAAAAABj7je34ggGPgJuEBcNtEoUdmdM0JIVXUrqGx_aKWWR06vuez4Nwg27HFN1UGn6u85MrMQU8BdclQ9mVFmgiN8Fla3R4htPo9dsNyhIAWeXmy-S3CM=,"@andreiadejesuus Negro adota larápio branco para seu pai, chega a ser ridículo.🤢🤮",gAAAAABj7je3aUXeoB0ihq1Nk3fHlhhm-z2jyxIJkGhFxmCcrRTAaGtJJtORWy1FxBLIYaLcxSDjK8Nxh-lQJBwaz2i8wfPQFlCSTM_9lgv7S7KrZD6tjOm1DQJR_s3Nd9u6Q68c8Qk39GafdPWcQKAFDsE5piHLWw==,1,1,1,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A01.csv
gAAAAABj7je3iPDMDGMs06zEWC8N4jf1pW08JHYB2o5xXtPvdia9oAzL1cnIcqvBzD5l_JrSG-jOBtpRT0HEjcgRi9Z8u2YyknSlimFFYRSw_bDobEOhUvE=,@andreiadejesuus Sai dae esquerdona vai lá lamber o saco inrrugado do seu bandido favorito bolsonaro 22,gAAAAABj7je3ojDdHDr0E7zyzeghosqdqWkZIi7MOav8drqX07AVwH_K2CLrH4uP7ier_AnATSqcFcGaR5oeiBm6iF-KOmmQWhzOQd7-lQe81YkyRD9xLANIexgpnG7F9xeIyKVGR-Yvo-ugxRhhtjqiFYsz6IVheg==,1,1,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A01.csv
