id,text,tweet_url,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista?
(1=sim, 0=não)","Comentário é machista?
(1=sim, 0=não)","Comentário é LGBTfóbico?
(1=sim, 0=não)",filename
gAAAAABj7je3VvjBNQM_Y5t22VZ3d1YZ0NcTePt_ReAk3DoVKRV3KupDZibUyfckA8fgRt0XYVf7_zpyrrV4vzOZ0w4V_JU3jy2bDFWXQonzdS6ORykOSIk=,"@GMonteiroRJ O Gabriel monteiro n pode comer uma puta de 17 anos
Mas o caetano leproso pode estuprar uma de 13
Blz",gAAAAABj7je3lnDJE7AnJ_bKBUnwToGBT_HY0_oMNFotdBOC2m4YXdWl_OnNgHRJDV4bE7bbfhi84jiLNAZaC2hpvylpteU3geIpE4sknONDlhHINwgeOpI7R5ZzuQqcdqz72HnQ7CMIMyFnb164cxVvkvjr1RpBMQ==,1,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A02.csv
gAAAAABj7je3sdkWMJ6Z7vrXeNekzjWGQExi7tj6dh9ZW9HzWL9A13njrCOcGGV5E_1BKZTtzFyaRQ4-l7e2d8tSrTgxVZZhX1L3b7J6NXV0uIPPqPTunQs=,"@camara_sette Monta uma liga só pra vc e seu timinho de merd@ ai do estadinho di queijo 🧀 🙃😅
Essas galinhas já eram,só ganham na trapaça, vai nem pra liberta,kkkk🙃😁😆😅🤣😂",gAAAAABj7je3Wu5IZAwJu-kLpAyP14wbnaXW5rF3riywJn_g4D_WIjk3f2Tks9Jajz-u5qM8yZNP0zuIhiGuhQzD8axSEeDlzEejHxCEk7HmLkZ1URLvvFoKsjswnJK7BiRoFmP1_HkgQyCRuwCMas5Hp9PM4AmPDQ==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A02.csv
gAAAAABj7je3mKYVBVgVJuMxI9v-bdT_o2o8upk9NUvRcbAq8NrK3x6dsN2mYldmXYiu48ia9R4PcP3_fhYyLkDWwz3M9jnolY3SDnjEAVH50DIc2QgoaTk=,@AriadnaArantes @geraldoalckmin Até parece e6uma iludida mesmo kkkk,gAAAAABj7je3agJDZk6LMMnEL_hDvJLngmUK4bTw2a4ZoiJSLn0kubQVjIIHoOz3C1GWpNVOaW06gLab6DaCguYMeW3_zUZJ2EoHsRVWkcdAqmN7303hR_mFuC52YZEEcrp8PwVPTw9JZ3m1VdZdDdkEN0ZnGmNnsA==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A02.csv
gAAAAABj7je3M2G_xEcWnm_5Bj70heTIB6CLJVItZ2sJYksRP1_a48rCl-2GT6ZbRxc-2RdHyVzNQuNZyCiTwBJchhNK0_Ko_u-M5aCQ8TLPUZcBYYL7YtM=,@PabloAiresRN o cara já se afirmando como planta kkkkk,gAAAAABj7je3zqDBxDPFf1ym6KIik-Z9i7POzg3atwaQJXZv2a7ABIdInmkDRTsVH0_XCHsK1--ZsFc3tLs_sAEkaZ2q-heF27ikY9OSjptnDKeesueqprCEpubfH9uCrSI6xevwlM5bksEyEVeQtjzUPTZydqEIAJYN84NqDgTeEOzKnmfvg5Y=,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A02.csv
gAAAAABj7je3CNd0FOYUrbDaEduRdBzybTV4Ox4rVdMWJynN5azqdmrEoVhy2sGZ0GhbvF4-7xjD8viYBqzBVHEsarQuhYW2KM_c15xohvWDxMpg-xJno8U=,@beatrizcaminha @JanjaLula Kkkkkkk. Chupa cana,gAAAAABj7je3cbEwKdvN0G-woDlkBLaE3Vmqwlc7EK1xycdudM8BwsmdCJGXgT4zzM9HbFYcRjssNWLLr2prpNHXboBmIWHlTDwS79_JNffZ_ALLUCDeDdoRmnbSuf8NuzyW8BI2b6YE0szFMIt13GE5WhrnBEyBDw==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A02.csv
gAAAAABj7je3swwNRCmTCEQtplZUaWRe9U9dzp_GBdRiSdC7yhEtu8o7zGg5uaXRFvw7cS3O0YvUj-IVnfOS56iddrUKyq7FWTurn5Enp2rgiZDBCuI6ZqI=,@taliriapetrone um BANDO de vá vag4bundos,gAAAAABj7je3WGGIG9NsYFPCtqv6xJe5X7ssZ_Z8ZHVQQCtqhyNyHqxY9gHSIVb-HZIMkLBTbSJfu_rJKdYuaE1z085hvnKuY-uVZT-syJgH4-CpVfY6Ggb_R3lfn91OekN9Mm9xDDGAFxxH_q-LE1_DyYhg4-_ARA==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A02.csv
gAAAAABj7je3ak4xYYr3bTdL7rPnRxODxGTJigj8vWeAb0_KzZlrsGz79uXhk1Dl8CM02JhI6NXaV8Mel2Ki-yFDDZvDXOCDAsuTo6kvaqmJPBHp9I9szfU=,@reportersalles @SigaGazetaBR País de bosta,gAAAAABj7je3YZmYpJeTnG4ES8r5CyEYAuLeV4K80MuxcHgbCAYyuhTQ8MqyPJ-gXCJb3YikEwLf0RbGjzKSVA8a4ilS98aCPgmMn_gzOTduqh8ZG0uIChkZVmGbdGLgOl1CSASIZQaV9MKSVCsfbQQ777V94tpilPk5ZDLIStaGknUtOFiWzog=,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A02.csv
gAAAAABj7je3pC35amoELjtwQJ5IWcG_Xp_vdsyWISqQ2SRcNurvfBlOMdS-ZHa5Nzj3efoa6ORyQhlqFVxT9QiwBrKfYXe44Tpz_ePnBCTbxbuqgwNtI4A=,@DaianeMels @lelispatricia Cala a boca aí namoral,gAAAAABj7je3_5i5S64HO6WZzC15MJKMLZ3MsNh6i7YnsSiLgHWlAPHJoCASssQ_kY7lNTQYKqSHZ0RZI7VO5R2L7pgQnVBAe3okREf_4ay_1i1whjbHao1bvMQ7RSRQbX7ZQ6T38e9ncV-e57Cy6EVz6GxX6VScOlm8RqoPn65KIQZ85vI1kP4=,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A02.csv
gAAAAABj7je3M-R4FqKE5DbvUgnYiQmpuFD5wpsCFLSr701YoSxIFq6J8vfeAGRdPfUSgacCSwek-9kPUQy4DoBmUc3O9ZRmW9rFU_Skq1RajWHXunj-3ws=,@TandaraCaixeta saia da… caixeta!,gAAAAABj7je3XHmFbKnf8RJv3q2R_W_giEWiVRtSH-5KESrKfTd_L1j_rFqN-9OHm887KR24-bXB6RR6n9T6_S8c7YdyuKUl9Zeor6-pykLISEMBlEm8mIemGNNiBHzGO9XYdp8FdMHpSfYvoqKt5iF4bZGQeOL1sw==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A02.csv
gAAAAABj7je3PhpjKEpteSuBee0Cadozdf-tEM0xuNyZlWl8ySjorADQY5Qp2zf5C5GIzpP1LlIbRULnv73hn3a0kasqLjfB-SYcV8aX9ZZfgxpZ1tv5h60=,@FernandoHoliday Burro e mal carater,gAAAAABj7je37iqeDVazAVUr0AfvbzZfBdSqSINWsnrm2jve2o-Mtt-71QAIiIFQ12MW8o_QEFniX6V06milcvE_BaHrihHROCAzzSH1o2_Z6oFWpPOgEgzzLdJCOpSZimmIE_IdKwHvxmuDQ3SiD-Tzmyg2qknWn4VK4GI5ZjKt2RduDa4ctP8=,,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A02.csv
